customer_id,age,income,credit_score,account_balance,transaction_count,days_since_last_transaction,customer_segment,region,product_interest,registration_date,email_domain,phone_verified,marketing_opt_in,customer_feedback,churn
14,28,77119.40770616384,804.0,1308.453441472666,9,16.629489662948444,Standard,Central,Investment,2020-01-19 23:58:33.513513513,outlook.com,True,False,"Average experience, could be better.",0
15,41,35207.62461141295,386.0,227.936566987044,11,6.006342237604296,Basic,North,Cards,2020-01-21 11:03:03.783783783,gmail.com,True,False,Account management is confusing.,0
16,70,37015.05443332581,342.0,2686.208948716412,12,6.328338028414863,Standard,West,Cards,2020-01-22 22:07:34.054054054,company.com,True,False,Account management is confusing.,0
17,53,33029.58601224173,684.0,1797.0842123857049,14,1.452110806065261,Basic,Central,Loans,2020-01-24 09:12:04.324324324,outlook.com,True,False,Love the new mobile app features!,0
18,57,31275.099434440875,734.0,7158.306382985476,12,5.230201939299826,Basic,South,Insurance,2020-01-25 20:16:34.594594594,gmail.com,True,True,Overall positive experience.,0
19,41,56663.46589679649,707.0,2186.851788924935,7,37.6976885525042,Basic,West,Investment,2020-01-27 07:21:04.864864865,yahoo.com,True,False,Excellent products and fast delivery!,0
20,20,44841.95670912913,782.0,14886.633138778257,13,8.19917489630062,Premium,South,Insurance,2020-01-28 18:25:35.135135135,outlook.com,False,True,Billing issues need to be resolved.,0
21,39,20000.0,316.0,16391.829287187644,13,14.059872907151314,Basic,East,Cards,2020-01-30 05:30:05.405405405,gmail.com,False,False,Not happy with the pricing structure.,0
22,70,44634.73876100974,447.0,4849.8895810994845,6,3.1457292909959333,Basic,South,Insurance,2020-01-31 16:34:35.675675675,company.com,True,True,Customer service was helpful and friendly.,0
23,19,39641.75488388732,576.0,13201.510611283049,11,27.541538014034668,Standard,West,Insurance,2020-02-02 03:39:05.945945946,company.com,True,True,Not happy with the pricing structure.,0
24,41,67856.5072859771,531.0,7153.41237752102,12,7.557307061764642,Standard,East,Investment,2020-02-03 14:43:36.216216216,gmail.com,True,True,Overall positive experience.,0
25,61,38734.82777079274,665.0,3957.766790843075,6,3.8039195810815594,Standard,West,Investment,2020-02-05 01:48:06.486486486,outlook.com,True,True,Account management is confusing.,0
26,47,100785.15582421786,527.0,994.1327012832567,10,13.8916549615397,Basic,West,Cards,2020-02-06 12:52:36.756756756,yahoo.com,False,True,Would recommend to others.,0
27,55,77935.87157540486,735.0,3067.9655167465276,14,29.848899379163235,Standard,East,Investment,2020-02-07 23:57:07.027027027,gmail.com,True,True,Website is hard to navigate.,0
28,19,,698.0,4114.849731681219,15,13.2224343332381,Basic,South,Cards,2020-02-09 11:01:37.297297297,yahoo.com,False,True,Website is hard to navigate.,0
29,77,72992.46157666165,510.0,9974.089692723284,7,23.913902636623252,Premium,North,Cards,2020-02-10 22:06:07.567567567,company.com,True,True,"Great service, very satisfied!",0
30,38,60504.234253818955,690.0,3282.4697310344854,11,10.140337859093396,Basic,North,Loans,2020-02-12 09:10:37.837837837,gmail.com,True,True,"Poor customer support, disappointed.",0
31,50,54669.315929604854,798.0,11397.990288807756,13,2.858598798898369,Standard,North,Loans,2020-02-13 20:15:08.108108108,company.com,True,True,Website is hard to navigate.,0
32,29,,839.0,5609.644793993918,7,1.4126700819657358,Standard,North,Loans,2020-02-15 07:19:38.378378378,yahoo.com,True,True,Love the new mobile app features!,0
33,75,51081.41748520973,790.0,736.6975110704864,12,7.967317784049675,Standard,Central,Insurance,2020-02-16 18:24:08.648648648,yahoo.com,True,True,Excellent products and fast delivery!,0
34,39,54807.02312154955,741.0,26472.990782054858,9,1.3657688507145382,Premium,North,Loans,2020-02-18 05:28:38.918918919,gmail.com,True,False,Customer service was helpful and friendly.,0
35,78,66467.0503255793,560.0,3745.7594735254575,16,6.677716611856962,Premium,East,Investment,2020-02-19 16:33:09.189189189,gmail.com,True,False,Would recommend to others.,0
36,61,91049.0548349098,649.0,2486.7367952738923,7,7.452361256815609,Standard,North,Investment,2020-02-21 03:37:39.459459459,gmail.com,True,True,Account management is confusing.,0
37,42,55023.89944439348,651.0,5381.032387537203,11,3.1811067249586236,Standard,West,Loans,2020-02-22 14:42:09.729729730,company.com,True,False,Overall positive experience.,0
38,66,40924.06670055688,819.0,576.4556064212978,7,0.795539484099685,Basic,North,Insurance,2020-02-24 01:46:40.000000000,yahoo.com,True,False,"Average experience, could be better.",0
39,44,20000.0,619.0,5060.411530509546,10,8.859333449554992,Basic,South,Cards,2020-02-25 12:51:10.270270270,yahoo.com,False,True,Website is hard to navigate.,0
40,76,89226.06943927275,437.0,3448.126951740922,11,2.8491642781953077,Standard,East,Insurance,2020-02-26 23:55:40.540540540,company.com,True,False,Would recommend to others.,0
41,59,44735.1657485608,849.0,2610.057009838314,3,8.9300259231666,Premium,East,Insurance,2020-02-28 11:00:10.810810811,gmail.com,True,True,"Average experience, could be better.",0
42,45,60696.18580162534,667.0,15290.168752790902,9,6.739467178250851,Standard,Central,Cards,2020-02-29 22:04:41.081081081,outlook.com,False,True,Would recommend to others.,0
43,77,88118.14473853988,519.0,3696.3714946145333,18,3.79232545754148,Basic,West,Cards,2020-03-02 09:09:11.351351351,gmail.com,True,True,Website is hard to navigate.,0
44,33,54552.04641860983,636.0,1236.6528115673423,12,2.4285826613735964,Standard,East,Cards,2020-03-03 20:13:41.621621621,outlook.com,True,True,Account management is confusing.,0
45,32,46106.594762450404,522.0,3071.3424832098817,10,20.41903453659705,Premium,South,Investment,2020-03-05 07:18:11.891891892,outlook.com,False,False,Would recommend to others.,0
46,79,78393.45955087489,659.0,12590.501854340264,7,13.826242409406365,Standard,North,Cards,2020-03-06 18:22:42.162162162,company.com,True,True,Account management is confusing.,0
47,79,59214.74135127838,628.0,968.5030952530839,10,14.118823004085588,Basic,East,Cards,2020-03-08 05:27:12.432432432,yahoo.com,True,True,Would recommend to others.,0
48,64,61722.11209446801,762.0,1203.7191494458689,15,20.869933270607707,Standard,South,Insurance,2020-03-09 16:31:42.702702702,yahoo.com,True,True,Love the new mobile app features!,0
49,79,20000.0,681.0,65.57598599037061,7,13.112330418122173,Basic,North,Insurance,2020-03-11 03:36:12.972972973,yahoo.com,True,False,"Average experience, could be better.",1
50,68,74118.3041448517,468.0,71.45845411824244,12,10.222053829746567,Standard,Central,Loans,2020-03-12 14:40:43.243243243,yahoo.com,True,False,"Poor customer support, disappointed.",0
51,61,57511.76135983291,516.0,8841.922825835572,8,6.986261692359001,Premium,East,Insurance,2020-03-14 01:45:13.513513513,company.com,False,False,Account management is confusing.,0
52,72,22568.21240553752,677.0,6586.129456854641,14,4.754963399453017,Standard,East,Cards,2020-03-15 12:49:43.783783784,outlook.com,True,True,Customer service was helpful and friendly.,0
53,69,59701.8822322655,418.0,2192.843088131089,10,6.328681844405796,Standard,South,Investment,2020-03-16 23:54:14.054054054,yahoo.com,True,True,Excellent products and fast delivery!,0
54,74,20000.0,489.0,5991.795573496972,8,4.366866337489858,Premium,West,Insurance,2020-03-18 10:58:44.324324324,outlook.com,True,True,Love the new mobile app features!,0
55,20,96839.50405025991,669.0,2514.3362647888125,5,8.32718086309291,Premium,Central,Insurance,2020-03-19 22:03:14.594594594,company.com,True,True,"Poor customer support, disappointed.",0
56,54,27962.904000364786,448.0,15277.07127374782,9,17.720871451865666,Premium,West,Cards,2020-03-21 09:07:44.864864865,gmail.com,False,True,Excellent products and fast delivery!,0
57,68,82235.85531436872,787.0,17064.226999901966,7,10.577558639742746,Premium,East,Insurance,2020-03-22 20:12:15.135135135,company.com,True,True,"Poor customer support, disappointed.",0
58,24,33740.889037626934,673.0,2494.4340115494024,13,8.88766021506828,Standard,West,Insurance,2020-03-24 07:16:45.405405405,yahoo.com,False,True,"Poor customer support, disappointed.",0
59,38,61204.51421941439,459.0,9628.348599738121,9,11.249873796960316,Basic,North,Cards,2020-03-25 18:21:15.675675675,gmail.com,True,False,"Poor customer support, disappointed.",0
60,26,31757.434867810025,650.0,7415.987963131932,10,8.438158331803123,Standard,Central,Insurance,2020-03-27 05:25:45.945945946,company.com,True,False,"Great service, very satisfied!",1
61,56,69942.3044379564,587.0,1855.3179516772916,15,14.625853132385217,Standard,West,Investment,2020-03-28 16:30:16.216216216,company.com,False,True,Excellent products and fast delivery!,0
62,35,45293.62516185496,587.0,1320.0870386379236,14,3.9614982948132615,Standard,North,Loans,2020-03-30 03:34:46.486486486,outlook.com,False,True,"Poor customer support, disappointed.",0
63,21,59355.590924154196,525.0,3064.611527948628,13,1.1402666654640943,Standard,South,Insurance,2020-03-31 14:39:16.756756756,company.com,False,True,Billing issues need to be resolved.,0
64,42,50301.28763157989,,7601.388493324247,12,7.408979676155967,Premium,West,Investment,2020-04-02 01:43:47.027027027,gmail.com,True,False,Billing issues need to be resolved.,0
65,77,22686.704270326885,821.0,16115.39632588339,7,11.5070125563532,Standard,Central,Insurance,2020-04-03 12:48:17.297297297,company.com,True,False,Would recommend to others.,1
66,31,60082.13719381069,572.0,7210.707280980907,9,1.3717386469343171,Standard,North,Loans,2020-04-04 23:52:47.567567567,yahoo.com,True,False,Would recommend to others.,0
67,67,39935.25028668504,701.0,9662.250196356019,9,9.939386389942328,Premium,West,Cards,2020-04-06 10:57:17.837837838,outlook.com,False,True,Website is hard to navigate.,0
68,75,70906.25586015222,482.0,4619.90495846774,9,16.137084624347963,Basic,South,Loans,2020-04-07 22:01:48.108108108,gmail.com,True,False,Customer service was helpful and friendly.,0
69,26,45282.80383698646,787.0,9021.42283426716,10,3.3667871207203754,Standard,West,Insurance,2020-04-09 09:06:18.378378378,gmail.com,True,True,Account management is confusing.,0
70,43,48464.72181943336,423.0,7672.135943067317,8,12.621008614018406,Standard,North,Loans,2020-04-10 20:10:48.648648648,company.com,True,False,"Average experience, could be better.",0
71,70,83658.52928745873,713.0,2365.9277664151778,9,2.4907129549236955,Premium,West,Loans,2020-04-12 07:15:18.918918919,yahoo.com,True,False,Account management is confusing.,0
72,19,97632.735890159,471.0,4014.7019987474205,15,19.404902970560755,Standard,Central,Cards,2020-04-13 18:19:49.189189189,outlook.com,False,False,Website is hard to navigate.,0
73,37,65720.67911424165,587.0,8167.452400470606,6,2.566722855519943,Basic,East,Insurance,2020-04-15 05:24:19.459459460,gmail.com,True,True,"Great service, very satisfied!",0
74,45,44257.198051532294,734.0,235.7553955152104,9,7.217358225989595,Standard,North,Loans,2020-04-16 16:28:49.729729730,outlook.com,True,False,Billing issues need to be resolved.,0
75,64,42506.77343287712,412.0,8253.364605847999,12,13.420943295868557,Standard,North,Loans,2020-04-18 03:33:20.000000000,company.com,True,True,Excellent products and fast delivery!,0
76,77,33626.4602936284,421.0,979.3939552843498,8,7.1432225094526505,Standard,North,Cards,2020-04-19 14:37:50.270270270,yahoo.com,True,True,Customer service was helpful and friendly.,1
77,24,37495.23632892887,843.0,3614.771324455506,3,0.13869005859255598,Premium,North,Investment,2020-04-21 01:42:20.540540540,company.com,True,True,Customer service was helpful and friendly.,0
78,61,343604.50977668917,521.0,8258.477589857048,8,8.888750486267018,Standard,West,Insurance,2020-04-22 12:46:50.810810810,outlook.com,True,True,Would recommend to others.,0
79,78,89285.059339898,338.0,1463.9493296138412,17,3.448846322016102,Standard,Central,Investment,2020-04-23 23:51:21.081081080,company.com,True,True,"Average experience, could be better.",0
80,25,46055.566582929525,796.0,1410.5377902195482,8,4.000594419413217,Premium,South,Investment,2020-04-25 10:55:51.351351350,outlook.com,True,True,Excellent products and fast delivery!,0
81,64,25478.939916037947,532.0,2577.218004992964,8,15.688702297082367,Premium,Central,Cards,2020-04-26 22:00:21.621621622,gmail.com,True,True,Would recommend to others.,0
82,52,50833.30534250766,,11251.993872294053,16,22.57865774759306,Standard,North,Cards,2020-04-28 09:04:51.891891892,gmail.com,True,True,Overall positive experience.,0
83,31,53562.56851522129,448.0,2.2143974692731456,9,10.443929030358778,Standard,West,Insurance,2020-04-29 20:09:22.162162162,company.com,True,True,"Average experience, could be better.",0
84,34,50712.70919700912,696.0,11582.562992074205,8,9.711275015834996,Premium,West,Investment,2020-05-01 07:13:52.432432432,gmail.com,True,True,Customer service was helpful and friendly.,0
85,53,65993.82445170415,601.0,835.0392106349806,12,0.30359538138592257,Basic,North,Loans,2020-05-02 18:18:22.702702702,outlook.com,True,True,"Great service, very satisfied!",0
86,67,51380.11022718067,659.0,23069.22656537496,11,29.990729726858074,Standard,West,Investment,2020-05-04 05:22:52.972972972,gmail.com,True,True,Love the new mobile app features!,0
87,57,65374.54984294658,537.0,15488.492009836524,4,9.490800359107196,Standard,North,Cards,2020-05-05 16:27:23.243243242,yahoo.com,False,True,Love the new mobile app features!,0
88,21,34393.1329188457,535.0,3412.769337679864,11,10.00395148637147,Standard,Central,Loans,2020-05-07 03:31:53.513513514,yahoo.com,True,False,Billing issues need to be resolved.,0
89,19,85614.58876290446,502.0,3594.584405085694,6,5.05004306269,Standard,East,Loans,2020-05-08 14:36:23.783783784,company.com,True,True,Customer service was helpful and friendly.,0
90,79,55049.5957668717,555.0,3284.552077426852,7,9.282419425761379,Standard,West,Cards,2020-05-10 01:40:54.054054054,company.com,False,False,"Great service, very satisfied!",0
91,23,58004.379408140754,534.0,5045.370661198921,9,16.22773157131421,Basic,North,Loans,2020-05-11 12:45:24.324324324,company.com,True,True,"Average experience, could be better.",0
92,71,34309.76212373395,644.0,475.520367520559,7,25.357474911644303,Basic,North,Investment,2020-05-12 23:49:54.594594594,company.com,False,False,"Great service, very satisfied!",1
93,59,59436.53982532792,833.0,165.80885970220208,7,9.99687607952006,Premium,West,Cards,2020-05-14 10:54:24.864864864,outlook.com,True,True,Not happy with the pricing structure.,0
94,21,63021.30113340608,765.0,297.17345753146463,5,1.0667015802871742,Standard,South,Insurance,2020-05-15 21:58:55.135135134,outlook.com,False,True,"Average experience, could be better.",0
95,71,26604.6313234982,840.0,2938.2215183534295,8,6.180911165168846,Standard,North,Cards,2020-05-17 09:03:25.405405404,yahoo.com,False,True,"Poor customer support, disappointed.",0
96,46,20000.0,512.0,1611.6984405279188,8,7.205050449777727,Standard,West,Insurance,2020-05-18 20:07:55.675675676,outlook.com,True,True,"Average experience, could be better.",0
97,35,55873.32047218931,762.0,4864.828755985812,12,19.78972625414444,Basic,North,Insurance,2020-05-20 07:12:25.945945946,gmail.com,True,False,Billing issues need to be resolved.,0
98,43,40224.60353088935,735.0,24425.934810019357,12,6.810006234101767,Standard,South,Cards,2020-05-21 18:16:56.216216216,yahoo.com,True,True,Would recommend to others.,0
99,61,316381.31086642074,582.0,2441.434149581022,7,32.65803677094168,Premium,East,Cards,2020-05-23 05:21:26.486486486,company.com,True,True,Love the new mobile app features!,0
100,51,24179.2785820377,762.0,4264.71679589877,8,3.8174449669915016,Standard,South,Insurance,2020-05-24 16:25:56.756756756,company.com,True,False,"Average experience, could be better.",1
101,27,20000.0,706.0,2685.881328179585,10,3.06934990691671,Premium,Central,Insurance,2020-05-26 03:30:27.027027026,outlook.com,True,True,Would recommend to others.,0
102,79,54133.78926002154,387.0,9395.472709359114,8,13.836163336577245,Basic,West,Loans,2020-05-27 14:34:57.297297296,yahoo.com,True,True,"Poor customer support, disappointed.",0
103,53,43004.32478086295,343.0,11626.01497387005,6,8.298579776879375,Standard,South,Cards,2020-05-29 01:39:27.567567568,outlook.com,True,True,Not happy with the pricing structure.,0
104,31,20000.0,760.0,10492.331336074916,13,3.793627469867855,Standard,East,Cards,2020-05-30 12:43:57.837837838,outlook.com,False,True,Account management is confusing.,0
105,48,76861.97636215459,577.0,18320.395442354467,8,2.306567853403558,Standard,North,Loans,2020-05-31 23:48:28.108108108,outlook.com,True,False,Account management is confusing.,0
106,65,23846.858636324854,720.0,139.52465667470497,8,6.496550885383274,Basic,West,Cards,2020-06-02 10:52:58.378378378,yahoo.com,True,False,Account management is confusing.,1
107,32,101466.49904220864,652.0,9157.165683688938,8,27.397891844828905,Basic,South,Loans,2020-06-03 21:57:28.648648648,company.com,True,False,"Great service, very satisfied!",0
108,25,37519.66542222843,814.0,6967.041487119544,6,1.7593757464427051,Standard,East,Loans,2020-06-05 09:01:58.918918918,gmail.com,True,False,Excellent products and fast delivery!,0
109,31,58031.21136251997,318.0,1298.3531389340205,5,9.158989250221612,Standard,South,Cards,2020-06-06 20:06:29.189189188,company.com,True,True,Love the new mobile app features!,0
110,40,82938.9802077437,322.0,15654.3354277031,11,6.908734925856779,Standard,Central,Investment,2020-06-08 07:10:59.459459458,yahoo.com,False,True,"Great service, very satisfied!",0
111,77,79588.6785565765,712.0,801.8880495636255,5,5.788121186698744,Premium,West,Insurance,2020-06-09 18:15:29.729729730,company.com,True,True,Not happy with the pricing structure.,0
112,74,89722.72812453765,329.0,5690.143968225767,9,18.954556399077966,Premium,North,Cards,2020-06-11 05:20:00.000000000,company.com,True,False,Account management is confusing.,0
113,79,20000.0,407.0,1273.7530196980556,5,19.811542844652553,Premium,East,Investment,2020-06-12 16:24:30.270270270,gmail.com,False,False,Excellent products and fast delivery!,1
114,57,27282.690049855057,666.0,2822.7202361754526,8,5.668021731263498,Premium,South,Loans,2020-06-14 03:29:00.540540540,company.com,False,True,Customer service was helpful and friendly.,0
115,38,54519.9454818806,580.0,6349.84899939454,10,10.153958590268868,Standard,West,Investment,2020-06-15 14:33:30.810810810,company.com,True,True,Website is hard to navigate.,0
116,33,66794.94875795428,427.0,4142.826239560059,9,18.974415205065576,Basic,South,Cards,2020-06-17 01:38:01.081081080,company.com,True,False,Billing issues need to be resolved.,0
117,62,49775.45113240724,528.0,2788.728711926273,11,12.617788844930896,Standard,West,Cards,2020-06-18 12:42:31.351351350,outlook.com,True,True,"Great service, very satisfied!",0
118,35,20000.0,410.0,1975.1370861015646,10,6.190898525984321,Premium,Central,Investment,2020-06-19 23:47:01.621621622,yahoo.com,True,False,Would recommend to others.,0
119,64,59931.56317929598,435.0,9152.282855562487,8,43.41108075911657,Standard,South,Cards,2020-06-21 10:51:31.891891892,yahoo.com,False,True,Overall positive experience.,0
120,70,46114.97223531931,661.0,776.3402294110821,5,23.952586502800738,Standard,Central,Insurance,2020-06-22 21:56:02.162162162,gmail.com,True,True,Excellent products and fast delivery!,0
121,41,45875.22082088267,485.0,2811.4970979147215,10,3.2678396473852573,Premium,East,Investment,2020-06-24 09:00:32.432432432,outlook.com,True,True,Customer service was helpful and friendly.,0
122,43,20000.0,428.0,11704.424883512005,10,13.234187808675477,Basic,Central,Loans,2020-06-25 20:05:02.702702702,outlook.com,False,False,Overall positive experience.,1
123,42,65949.68408956629,560.0,9349.131042018074,7,1.6188723434810082,Standard,West,Investment,2020-06-27 07:09:32.972972972,company.com,True,True,Website is hard to navigate.,0
124,77,52904.08120570916,814.0,2561.9823050339637,11,4.855803931160469,Basic,East,Investment,2020-06-28 18:14:03.243243242,yahoo.com,False,True,Website is hard to navigate.,0
125,77,,748.0,7200.762363969796,4,3.8774606111145316,Standard,South,Investment,2020-06-30 05:18:33.513513512,gmail.com,True,False,Love the new mobile app features!,0
126,77,48509.84706937655,403.0,8662.57303775931,6,20.513591483462754,Standard,South,Investment,2020-07-01 16:23:03.783783784,outlook.com,True,False,Overall positive experience.,0
127,62,61326.802610380444,782.0,10986.056967278973,13,17.547366383562412,Premium,West,Loans,2020-07-03 03:27:34.054054054,company.com,True,False,Love the new mobile app features!,0
128,58,66636.36352210525,523.0,3931.8611383673897,6,6.59398766756306,Standard,North,Loans,2020-07-04 14:32:04.324324324,gmail.com,True,True,Love the new mobile app features!,0
129,46,20000.0,790.0,1143.6763170288766,8,4.212598516893176,Standard,North,Loans,2020-07-06 01:36:34.594594594,outlook.com,True,False,Love the new mobile app features!,0
130,32,102333.99893203186,772.0,1473.9300723727035,11,4.41965563269458,Basic,South,Investment,2020-07-07 12:41:04.864864864,gmail.com,True,True,Account management is confusing.,0
131,62,41384.152241547665,309.0,1752.7165760001046,11,2.040545456718231,Basic,West,Insurance,2020-07-08 23:45:35.135135134,outlook.com,True,True,Love the new mobile app features!,0
132,18,59891.332042849695,704.0,4504.578686072311,6,6.457307016071604,Basic,North,Insurance,2020-07-10 10:50:05.405405404,gmail.com,False,True,Customer service was helpful and friendly.,0
133,42,62811.64013898303,601.0,166.79965118119512,7,11.796523366071487,Basic,Central,Loans,2020-07-11 21:54:35.675675676,outlook.com,True,True,Billing issues need to be resolved.,0
134,24,33704.31744019405,530.0,5053.590453122996,9,4.156186200637263,Basic,South,Insurance,2020-07-13 08:59:05.945945946,outlook.com,True,False,"Average experience, could be better.",1
135,26,193567.543774074,365.0,2265.5692473649583,10,15.918007934316499,Standard,Central,Insurance,2020-07-14 20:03:36.216216216,gmail.com,True,True,Customer service was helpful and friendly.,0
136,41,55319.105387088646,411.0,1749.5025862827304,12,9.836214820230841,Standard,West,Insurance,2020-07-16 07:08:06.486486486,outlook.com,False,True,Not happy with the pricing structure.,0
137,18,45730.547261853324,312.0,10580.385338843102,10,8.847885783786849,Standard,Central,Insurance,2020-07-17 18:12:36.756756756,outlook.com,True,False,Love the new mobile app features!,0
138,61,52770.15924776885,692.0,3080.9528784719796,13,5.58441299058615,Standard,North,Insurance,2020-07-19 05:17:07.027027026,outlook.com,True,False,Excellent products and fast delivery!,0
139,25,65285.043972180465,799.0,499.3947542417449,13,17.958872660483188,Basic,North,Cards,2020-07-20 16:21:37.297297296,gmail.com,True,False,Excellent products and fast delivery!,0
140,41,50215.963296194,533.0,8765.004930574845,6,9.387570131081146,Standard,East,Loans,2020-07-22 03:26:07.567567566,gmail.com,True,True,Overall positive experience.,0
141,28,67638.59820766479,613.0,244.06742374843276,9,8.141402310081906,Premium,South,Investment,2020-07-23 14:30:37.837837838,outlook.com,True,False,Would recommend to others.,0
142,68,20000.0,311.0,6486.826563274254,14,7.24948158118531,Basic,West,Insurance,2020-07-25 01:35:08.108108108,outlook.com,True,True,Overall positive experience.,0
143,34,35040.600203470196,508.0,7434.027089297597,11,3.9125922594106672,Standard,South,Cards,2020-07-26 12:39:38.378378378,gmail.com,True,False,Not happy with the pricing structure.,0
144,25,20000.0,313.0,2173.974813601517,11,12.48974984462684,Premium,Central,Investment,2020-07-27 23:44:08.648648648,company.com,False,True,Would recommend to others.,0
145,52,89940.16313685892,717.0,8708.78894699481,13,11.261078083928325,Basic,West,Cards,2020-07-29 10:48:38.918918920,outlook.com,False,False,Customer service was helpful and friendly.,0
146,52,89679.84255369869,736.0,3624.8345642147974,16,5.250922331521006,Basic,West,Insurance,2020-07-30 21:53:09.189189188,company.com,True,True,Would recommend to others.,0
147,50,62532.321350659695,676.0,3111.520872020088,6,11.56436837452417,Premium,North,Insurance,2020-08-01 08:57:39.459459460,gmail.com,True,True,Excellent products and fast delivery!,0
148,76,29747.63858173937,319.0,232.33155974462616,6,13.410299848972718,Basic,Central,Insurance,2020-08-02 20:02:09.729729728,outlook.com,True,True,"Poor customer support, disappointed.",1
149,22,97797.56544436648,369.0,1712.6571380374844,10,5.118907408102454,Basic,North,Insurance,2020-08-04 07:06:40.000000000,company.com,True,True,Account management is confusing.,0
150,59,37911.71043736576,510.0,13368.966452054354,11,10.715203882148431,Basic,North,Investment,2020-08-05 18:11:10.270270268,gmail.com,False,True,Account management is confusing.,0
151,56,45735.85746189672,400.0,2486.4545242484014,8,5.9019690355375785,Basic,East,Investment,2020-08-07 05:15:40.540540540,company.com,True,False,"Poor customer support, disappointed.",0
152,75,53190.66811461445,431.0,3956.0113470371043,10,5.88874151932465,Standard,North,Cards,2020-08-08 16:20:10.810810812,yahoo.com,True,True,Account management is confusing.,0
153,58,59030.31884037939,680.0,3796.6665337666923,15,9.310185957972019,Standard,South,Loans,2020-08-10 03:24:41.081081080,gmail.com,False,False,"Average experience, could be better.",0
154,45,62876.052034086366,431.0,4463.25055512522,13,4.80895863929984,Premium,West,Insurance,2020-08-11 14:29:11.351351352,yahoo.com,True,True,"Poor customer support, disappointed.",0
155,24,63679.23274948902,319.0,316.4615866252086,7,8.609998284302243,Premium,North,Cards,2020-08-13 01:33:41.621621620,gmail.com,True,True,"Great service, very satisfied!",0
156,26,47109.51829292191,835.0,2248.4664762229067,10,11.628707166254852,Standard,South,Cards,2020-08-14 12:38:11.891891892,gmail.com,True,False,Love the new mobile app features!,0
157,25,63362.019035134246,526.0,6421.00481329581,5,2.0102329370143184,Standard,Central,Cards,2020-08-15 23:42:42.162162160,outlook.com,True,False,Account management is confusing.,0
158,29,46215.846810086456,453.0,1119.2205524486194,5,13.599791221011987,Premium,West,Insurance,2020-08-17 10:47:12.432432432,yahoo.com,True,True,Not happy with the pricing structure.,0
159,51,61586.06873744441,768.0,1138.1327845875671,15,19.281079493906592,Standard,Central,Insurance,2020-08-18 21:51:42.702702700,yahoo.com,True,True,Overall positive experience.,0
160,50,59945.8355566155,704.0,50.70930974996306,8,11.35835640751581,Premium,South,Cards,2020-08-20 08:56:12.972972972,yahoo.com,True,False,"Great service, very satisfied!",0
161,65,65256.94581596242,501.0,2876.660074727203,8,14.63560083388806,Basic,Central,Insurance,2020-08-21 20:00:43.243243244,gmail.com,True,True,Billing issues need to be resolved.,0
162,72,62759.33398041931,337.0,10716.568333275975,14,1.472988658695088,Standard,Central,Cards,2020-08-23 07:05:13.513513512,yahoo.com,True,True,Love the new mobile app features!,0
163,40,41151.352501774054,487.0,266.4814614949919,12,31.54625085451494,Standard,Central,Investment,2020-08-24 18:09:43.783783784,yahoo.com,True,False,Excellent products and fast delivery!,1
